id,ref,phases,expmeth,solvent,property,property_type,V1,V2,V3,V4,dV4,dV3,temperature,pressure,mole_fraction,gamma,cmp1_id,cmp1_name,cmp1_formula,cmp1_smiles,cmp1_smiles_error,cmp1_sample,cmp1_mw,cmp2_id,cmp2_name,cmp2_formula,cmp2_smiles,cmp2_smiles_error,cmp2_sample,cmp2_mw
Blrlp,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,0.0,101.325,8.78,0.76,,328.15,101.325,0.0,8.78,,,,,,,,,,,,,,
Blrlp,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,0.0,101.325,8.33,0.72,,338.15,101.325,0.0,8.33,,,,,,,,,,,,,,
Blrlp,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,0.0,101.325,8.07,0.7,,348.15,101.325,0.0,8.07,,,,,,,,,,,,,,
Blrlp,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,0.0,101.325,7.64,0.66,,358.15,101.325,0.0,7.64,,,,,,,,,,,,,,
inghU,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,0.0,101.325,14.5,1.5,,318.15,101.325,0.0,14.5,,,,,,,,,,,,,,
inghU,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,0.0,101.325,14.4,1.5,,328.15,101.325,0.0,14.4,,,,,,,,,,,,,,
inghU,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,0.0,101.325,14.3,1.5,,338.15,101.325,0.0,14.3,,,,,,,,,,,,,,
inghU,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,0.0,101.325,14.2,1.5,,348.15,101.325,0.0,14.2,,,,,,,,,,,,,,
inghU,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,0.0,101.325,14.1,1.5,,358.15,101.325,0.0,14.1,,,,,,,,,,,,,,
SjgPO,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,101.3,0.0,1.383,0.14,,333.15,101.3,0.0,1.383,,,,,,,,,,,,,,
SjgPO,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,101.3,0.0,1.382,0.14,,343.15,101.3,0.0,1.382,,,,,,,,,,,,,,
SjgPO,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.15,101.3,0.0,1.373,0.14,,353.15,101.3,0.0,1.373,,,,,,,,,,,,,,
SjgPO,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",363.15,101.3,0.0,1.372,0.14,,363.15,101.3,0.0,1.372,,,,,,,,,,,,,,
SjgPO,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",373.15,101.3,0.0,1.369,0.14,,373.15,101.3,0.0,1.369,,,,,,,,,,,,,,
khAdV,"{'full': 'Lukhosko, E.; Mutelet, F.; Domanska, U. (2015) J. Chem. Thermodyn. 85, 49-56.', 'title': 'Experimental and theoretically study of interaction between organic compounds and tricyanomethanide based ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,0.0,101.0,0.748,0.049,,328.15,101.0,0.0,0.748,,,,,,,,,,,,,,
khAdV,"{'full': 'Lukhosko, E.; Mutelet, F.; Domanska, U. (2015) J. Chem. Thermodyn. 85, 49-56.', 'title': 'Experimental and theoretically study of interaction between organic compounds and tricyanomethanide based ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,0.0,101.0,0.756,0.05,,338.15,101.0,0.0,0.756,,,,,,,,,,,,,,
khAdV,"{'full': 'Lukhosko, E.; Mutelet, F.; Domanska, U. (2015) J. Chem. Thermodyn. 85, 49-56.', 'title': 'Experimental and theoretically study of interaction between organic compounds and tricyanomethanide based ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,0.0,101.0,0.769,0.05,,348.15,101.0,0.0,0.769,,,,,,,,,,,,,,
khAdV,"{'full': 'Lukhosko, E.; Mutelet, F.; Domanska, U. (2015) J. Chem. Thermodyn. 85, 49-56.', 'title': 'Experimental and theoretically study of interaction between organic compounds and tricyanomethanide based ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,0.0,101.0,0.783,0.051,,358.15,101.0,0.0,0.783,,,,,,,,,,,,,,
khAdV,"{'full': 'Lukhosko, E.; Mutelet, F.; Domanska, U. (2015) J. Chem. Thermodyn. 85, 49-56.', 'title': 'Experimental and theoretically study of interaction between organic compounds and tricyanomethanide based ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,0.0,101.0,0.792,0.052,,368.15,101.0,0.0,0.792,,,,,,,,,,,,,,
elZoe,"{'full': 'Mutelet, F.; Alonso, D.; Ravula, S.; Baker, G. A.; Jiang, B.; Acree Jr., W. E. (2016) J. Mol. Liq. 222, 295-312.', 'title': 'Infinite dilution activity coefficients of solutes dissolved in anhydrous alkyl(dimethyl)isopropylammonium bis(trifluoromethylsulfonyl)imide ionic liquids containing functionalized- and nonfunctionalized-alkyl chains'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,101.0,0.0,0.849,0.0,,323.15,101.0,0.0,0.849,,,,,,,,,,,,,,
elZoe,"{'full': 'Mutelet, F.; Alonso, D.; Ravula, S.; Baker, G. A.; Jiang, B.; Acree Jr., W. E. (2016) J. Mol. Liq. 222, 295-312.', 'title': 'Infinite dilution activity coefficients of solutes dissolved in anhydrous alkyl(dimethyl)isopropylammonium bis(trifluoromethylsulfonyl)imide ionic liquids containing functionalized- and nonfunctionalized-alkyl chains'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,101.0,0.0,0.872,0.0,,333.15,101.0,0.0,0.872,,,,,,,,,,,,,,
elZoe,"{'full': 'Mutelet, F.; Alonso, D.; Ravula, S.; Baker, G. A.; Jiang, B.; Acree Jr., W. E. (2016) J. Mol. Liq. 222, 295-312.', 'title': 'Infinite dilution activity coefficients of solutes dissolved in anhydrous alkyl(dimethyl)isopropylammonium bis(trifluoromethylsulfonyl)imide ionic liquids containing functionalized- and nonfunctionalized-alkyl chains'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,101.0,0.0,0.892,0.0,,343.15,101.0,0.0,0.892,,,,,,,,,,,,,,
elZoe,"{'full': 'Mutelet, F.; Alonso, D.; Ravula, S.; Baker, G. A.; Jiang, B.; Acree Jr., W. E. (2016) J. Mol. Liq. 222, 295-312.', 'title': 'Infinite dilution activity coefficients of solutes dissolved in anhydrous alkyl(dimethyl)isopropylammonium bis(trifluoromethylsulfonyl)imide ionic liquids containing functionalized- and nonfunctionalized-alkyl chains'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.15,101.0,0.0,0.922,0.0,,353.15,101.0,0.0,0.922,,,,,,,,,,,,,,
elZoe,"{'full': 'Mutelet, F.; Alonso, D.; Ravula, S.; Baker, G. A.; Jiang, B.; Acree Jr., W. E. (2016) J. Mol. Liq. 222, 295-312.', 'title': 'Infinite dilution activity coefficients of solutes dissolved in anhydrous alkyl(dimethyl)isopropylammonium bis(trifluoromethylsulfonyl)imide ionic liquids containing functionalized- and nonfunctionalized-alkyl chains'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",363.15,101.0,0.0,0.941,0.0,,363.15,101.0,0.0,0.941,,,,,,,,,,,,,,
xNbkN,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,101.0,0.0,17.3,1.2,,318.15,101.0,0.0,17.3,,,,,,,,,,,,,,
xNbkN,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,101.0,0.0,16.6,1.1,,323.15,101.0,0.0,16.6,,,,,,,,,,,,,,
xNbkN,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,101.0,0.0,15.3,1.0,,333.15,101.0,0.0,15.3,,,,,,,,,,,,,,
xNbkN,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,101.0,0.0,14.2,1.0,,343.15,101.0,0.0,14.2,,,,,,,,,,,,,,
xNbkN,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.15,101.0,0.0,13.2,0.9,,353.15,101.0,0.0,13.2,,,,,,,,,,,,,,
VxAxM,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,0.0,101.325,1.63,0.17,,318.15,101.325,0.0,1.63,,,,,,,,,,,,,,
VxAxM,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,0.0,101.325,1.69,0.18,,328.15,101.325,0.0,1.69,,,,,,,,,,,,,,
VxAxM,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,0.0,101.325,1.75,0.18,,338.15,101.325,0.0,1.75,,,,,,,,,,,,,,
VxAxM,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,0.0,101.325,1.81,0.19,,348.15,101.325,0.0,1.81,,,,,,,,,,,,,,
VxAxM,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,0.0,101.325,1.87,0.2,,358.15,101.325,0.0,1.87,,,,,,,,,,,,,,
MiinO,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,0.0,101.325,84.0,8.8,,318.15,101.325,0.0,84.0,,,,,,,,,,,,,,
MiinO,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,0.0,101.325,78.0,8.2,,328.15,101.325,0.0,78.0,,,,,,,,,,,,,,
MiinO,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,0.0,101.325,75.3,7.9,,338.15,101.325,0.0,75.3,,,,,,,,,,,,,,
MiinO,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,0.0,101.325,68.8,7.2,,348.15,101.325,0.0,68.8,,,,,,,,,,,,,,
MiinO,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,0.0,101.325,66.4,7.0,,358.15,101.325,0.0,66.4,,,,,,,,,,,,,,
CcTOe,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",303.15,0.0,101.325,167.0,18.0,,303.15,101.325,0.0,167.0,,,,,,,,,,,,,,
CcTOe,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.15,0.0,101.325,163.0,17.0,,313.15,101.325,0.0,163.0,,,,,,,,,,,,,,
CcTOe,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,0.0,101.325,158.0,17.0,,323.15,101.325,0.0,158.0,,,,,,,,,,,,,,
CcTOe,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,0.0,101.325,149.0,16.0,,333.15,101.325,0.0,149.0,,,,,,,,,,,,,,
CcTOe,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,0.0,101.325,141.0,15.0,,343.15,101.325,0.0,141.0,,,,,,,,,,,,,,
YQdMw,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.0,0.0,,1.41,,0.13,313.0,,0.0,1.41,,,,,,,,,,,,,,
YQdMw,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.0,0.0,,1.48,,0.13,323.0,,0.0,1.48,,,,,,,,,,,,,,
YQdMw,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.0,0.0,,1.56,,0.14,333.0,,0.0,1.56,,,,,,,,,,,,,,
YQdMw,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.0,0.0,,1.66,,0.15,343.0,,0.0,1.66,,,,,,,,,,,,,,
YQdMw,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.0,0.0,,1.75,,0.16,353.0,,0.0,1.75,,,,,,,,,,,,,,
gVlcm,"{'full': 'Sumartschenkowa, I. A.; Verevkin, S. P.; Vasiltsova, T. V.; Bich, E.; Heintz, A.; Shevelyova, M. P.; Kabo, G. J. (2006) J. Chem. Eng. Data 51(6), 2138.', 'title': 'Experimental Study of Thermodynamic Properties of Mixtures Containing Ionic Liquid 1-Ethyl-3-methylimidazolium Ethyl Sulfate Using Gas-Liquid Chromatography and Transpiration Method'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",354.3,0.0,,43.5,,3.0,354.3,,0.0,43.5,,,,,,,,,,,,,,
gVlcm,"{'full': 'Sumartschenkowa, I. A.; Verevkin, S. P.; Vasiltsova, T. V.; Bich, E.; Heintz, A.; Shevelyova, M. P.; Kabo, G. J. (2006) J. Chem. Eng. Data 51(6), 2138.', 'title': 'Experimental Study of Thermodynamic Properties of Mixtures Containing Ionic Liquid 1-Ethyl-3-methylimidazolium Ethyl Sulfate Using Gas-Liquid Chromatography and Transpiration Method'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",364.8,0.0,,40.3,,2.8,364.8,,0.0,40.3,,,,,,,,,,,,,,
gVlcm,"{'full': 'Sumartschenkowa, I. A.; Verevkin, S. P.; Vasiltsova, T. V.; Bich, E.; Heintz, A.; Shevelyova, M. P.; Kabo, G. J. (2006) J. Chem. Eng. Data 51(6), 2138.', 'title': 'Experimental Study of Thermodynamic Properties of Mixtures Containing Ionic Liquid 1-Ethyl-3-methylimidazolium Ethyl Sulfate Using Gas-Liquid Chromatography and Transpiration Method'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",375.1,0.0,,38.0,,2.6,375.1,,0.0,38.0,,,,,,,,,,,,,,
gVlcm,"{'full': 'Sumartschenkowa, I. A.; Verevkin, S. P.; Vasiltsova, T. V.; Bich, E.; Heintz, A.; Shevelyova, M. P.; Kabo, G. J. (2006) J. Chem. Eng. Data 51(6), 2138.', 'title': 'Experimental Study of Thermodynamic Properties of Mixtures Containing Ionic Liquid 1-Ethyl-3-methylimidazolium Ethyl Sulfate Using Gas-Liquid Chromatography and Transpiration Method'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",385.7,0.0,,35.0,,2.4,385.7,,0.0,35.0,,,,,,,,,,,,,,
gVlcm,"{'full': 'Sumartschenkowa, I. A.; Verevkin, S. P.; Vasiltsova, T. V.; Bich, E.; Heintz, A.; Shevelyova, M. P.; Kabo, G. J. (2006) J. Chem. Eng. Data 51(6), 2138.', 'title': 'Experimental Study of Thermodynamic Properties of Mixtures Containing Ionic Liquid 1-Ethyl-3-methylimidazolium Ethyl Sulfate Using Gas-Liquid Chromatography and Transpiration Method'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",396.1,0.0,,32.4,,2.2,396.1,,0.0,32.4,,,,,,,,,,,,,,
IFTCI,"{'full': 'Yan, P.-F.; Yang, M.; Li, C.-P.; Liu, X.-M.; Tan, Z.-C.; Welz-Biermann, U. (2010) Fluid Phase Equilib. 298(2), 287-292.', 'title': 'Gas-liquid chromatography measurements of activity coefficients at infinite dilution of hydrocarbons and alkanols in 1-alkyl-3-methylimidazolium bis(oxalato)borate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",308.3,101.3,0.0,2.43,0.21,,308.3,101.3,0.0,2.43,,,,,,,,,,,,,,
IFTCI,"{'full': 'Yan, P.-F.; Yang, M.; Li, C.-P.; Liu, X.-M.; Tan, Z.-C.; Welz-Biermann, U. (2010) Fluid Phase Equilib. 298(2), 287-292.', 'title': 'Gas-liquid chromatography measurements of activity coefficients at infinite dilution of hydrocarbons and alkanols in 1-alkyl-3-methylimidazolium bis(oxalato)borate'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.1,101.3,0.0,2.15,0.19,,318.1,101.3,0.0,2.15,,,,,,,,,,,,,,
