ref_id_general_group,original_index_general_group,temperature_general_group,gamma_general_group,ref_id_group_0,original_index_group_0,temperature_group_0,gamma_group_0,ref_id_group_1,original_index_group_1,temperature_group_1,gamma_group_1,ref_id_group_2,original_index_group_2,temperature_group_2,gamma_group_2,ref_id_group_3,original_index_group_3,temperature_group_3,gamma_group_3,ref_id_group_4,original_index_group_4,temperature_group_4,gamma_group_4,ref_id_group_5,original_index_group_5,temperature_group_5,gamma_group_5,ref_id_seudo_group,original_index_seudo_group,temperature_seudo_group,gamma_seudo_group
"[120, 120, 120, 120, 120, 161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[32925, 32926, 32927, 32928, 32929, 41176, 41177, 41178, 41179, 43236, 43237, 43238, 43239, 46016, 46017, 46018, 46019, 52794]","[303.15, 303.15, 303.15, 318.15, 318.15, 313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.9, 323.3, 333.7, 344.1, 313.15]","[37.0, 37.1, 37.2, 32.3, 32.6, 38.4, 35.9, 33.4, 30.7, 48.0, 43.8, 40.2, 37.1, 38.4, 35.9, 33.4, 30.7, 29.5]","[161, 161, 161, 161]","[41176, 41177, 41178, 41179]","[313.0, 323.0, 333.0, 343.0]","[38.4, 35.9, 33.4, 30.7]","[134, 134, 134, 134]","[43236, 43237, 43238, 43239]","[293.15, 303.15, 313.15, 323.15]","[48.0, 43.8, 40.2, 37.1]","[181, 181, 181, 181]","[46016, 46017, 46018, 46019]","[313.9, 323.3, 333.7, 344.1]","[38.4, 35.9, 33.4, 30.7]","[120, 120, 120, 120, 120]","[32925, 32926, 32927, 32928, 32929]","[303.15, 303.15, 303.15, 318.15, 318.15]","[37.0, 37.1, 37.2, 32.3, 32.6]",,,,,,,,,[199],[52794],[313.15],[29.5]
"[4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 166, 166, 166, 166]","[222, 223, 224, 225, 226, 227, 228, 229, 15082, 15083, 15084, 15085, 15086, 15087, 42492, 42493, 42494, 42495]","[293.15, 293.15, 313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 301.95, 312.45, 323.05, 333.45, 343.95, 354.45, 303.15, 313.15, 323.15, 333.15]","[1.82, 1.85, 1.47, 1.49, 1.23, 1.24, 1.03, 1.05, 1.95, 1.71, 1.51, 1.35, 1.2, 1.08, 1.6, 1.47, 1.36, 1.27]","[3, 3, 3, 3, 3, 3]","[15082, 15083, 15084, 15085, 15086, 15087]","[301.95, 312.45, 323.05, 333.45, 343.95, 354.45]","[1.95, 1.71, 1.51, 1.35, 1.2, 1.08]","[4, 4, 4, 4, 4, 4, 4, 4]","[222, 223, 224, 225, 226, 227, 228, 229]","[293.15, 293.15, 313.15, 313.15, 333.15, 333.15, 353.15, 353.15]","[1.82, 1.85, 1.47, 1.49, 1.23, 1.24, 1.03, 1.05]","[166, 166, 166, 166]","[42492, 42493, 42494, 42495]","[303.15, 313.15, 323.15, 333.15]","[1.6, 1.47, 1.36, 1.27]",,,,,,,,,,,,,,,,
"[120, 120, 120, 120, 120, 161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[32960, 32961, 32962, 32963, 32964, 41200, 41201, 41202, 41203, 43300, 43301, 43302, 43303, 46088, 46089, 46090, 46091, 52811]","[303.15, 303.15, 303.15, 318.15, 318.15, 313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.7, 323.1, 333.5, 343.9, 313.15]","[0.91, 0.92, 0.92, 0.81, 0.83, 1.131, 1.05, 0.951, 0.872, 1.54, 1.4, 1.3, 1.21, 1.131, 1.05, 0.951, 0.872, 1.31]","[161, 161, 161, 161]","[41200, 41201, 41202, 41203]","[313.0, 323.0, 333.0, 343.0]","[1.131, 1.05, 0.951, 0.872]","[134, 134, 134, 134]","[43300, 43301, 43302, 43303]","[293.15, 303.15, 313.15, 323.15]","[1.54, 1.4, 1.3, 1.21]","[181, 181, 181, 181]","[46088, 46089, 46090, 46091]","[313.7, 323.1, 333.5, 343.9]","[1.131, 1.05, 0.951, 0.872]","[120, 120, 120, 120, 120]","[32960, 32961, 32962, 32963, 32964]","[303.15, 303.15, 303.15, 318.15, 318.15]","[0.91, 0.92, 0.92, 0.81, 0.83]",,,,,,,,,[199],[52811],[313.15],[1.31]
"[120, 120, 120, 120, 120, 161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[32945, 32946, 32947, 32948, 32949, 41128, 41129, 41130, 41131, 43244, 43245, 43246, 43247, 46032, 46033, 46034, 46035, 52798]","[303.15, 303.15, 303.15, 318.15, 318.15, 313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.9, 323.3, 333.7, 344.1, 313.15]","[9.42, 9.43, 9.43, 8.64, 8.72, 14.239, 13.421, 12.694, 11.765, 17.0, 15.6, 14.5, 13.5, 14.239, 13.421, 12.694, 11.765, 12.32]","[161, 161, 161, 161]","[41128, 41129, 41130, 41131]","[313.0, 323.0, 333.0, 343.0]","[14.239, 13.421, 12.694, 11.765]","[134, 134, 134, 134]","[43244, 43245, 43246, 43247]","[293.15, 303.15, 313.15, 323.15]","[17.0, 15.6, 14.5, 13.5]","[181, 181, 181, 181]","[46032, 46033, 46034, 46035]","[313.9, 323.3, 333.7, 344.1]","[14.239, 13.421, 12.694, 11.765]","[120, 120, 120, 120, 120]","[32945, 32946, 32947, 32948, 32949]","[303.15, 303.15, 303.15, 318.15, 318.15]","[9.42, 9.43, 9.43, 8.64, 8.72]",,,,,,,,,[199],[52798],[313.15],[12.32]
"[148, 148, 148, 148, 148, 178, 178, 178, 178, 153, 153, 153, 189, 189, 189, 210, 210]","[39475, 39476, 39477, 39478, 39479, 45516, 45517, 45518, 45519, 47898, 47899, 47900, 48048, 48049, 48050, 52520, 52521]","[303.15, 313.15, 323.15, 333.15, 343.15, 303.35, 312.55, 322.55, 332.55, 313.15, 323.15, 333.15, 303.0, 323.0, 343.0, 298.0, 323.0]","[1.739, 1.758, 1.77, 1.798, 1.83, 2.2, 2.17, 2.25, 2.16, 2.341, 2.246, 2.218, 2.39, 2.43, 2.48, 1.5, 1.5]","[178, 178, 178, 178]","[45516, 45517, 45518, 45519]","[303.35, 312.55, 322.55, 332.55]","[2.2, 2.17, 2.25, 2.16]","[148, 148, 148, 148, 148]","[39475, 39476, 39477, 39478, 39479]","[303.15, 313.15, 323.15, 333.15, 343.15]","[1.739, 1.758, 1.77, 1.798, 1.83]","[153, 153, 153]","[47898, 47899, 47900]","[313.15, 323.15, 333.15]","[2.341, 2.246, 2.218]","[189, 189, 189]","[48048, 48049, 48050]","[303.0, 323.0, 343.0]","[2.39, 2.43, 2.48]",,,,,,,,,"[210, 210]","[52520, 52521]","[298.0, 323.0]","[1.5, 1.5]"
"[120, 120, 120, 120, 120, 161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181]","[32930, 32931, 32932, 32933, 32934, 41184, 41185, 41186, 41187, 43232, 43233, 43234, 43235, 46012, 46013, 46014, 46015]","[303.15, 303.15, 303.15, 318.15, 318.15, 313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.9, 323.3, 333.7, 344.1]","[26.1, 26.2, 26.3, 24.0, 24.2, 25.3, 24.5, 23.1, 22.1, 30.1, 27.9, 25.9, 24.2, 25.3, 24.5, 23.1, 22.054]","[120, 120, 120, 120, 120]","[32930, 32931, 32932, 32933, 32934]","[303.15, 303.15, 303.15, 318.15, 318.15]","[26.1, 26.2, 26.3, 24.0, 24.2]","[161, 161, 161, 161]","[41184, 41185, 41186, 41187]","[313.0, 323.0, 333.0, 343.0]","[25.3, 24.5, 23.1, 22.1]","[181, 181, 181, 181]","[46012, 46013, 46014, 46015]","[313.9, 323.3, 333.7, 344.1]","[25.3, 24.5, 23.1, 22.054]","[134, 134, 134, 134]","[43232, 43233, 43234, 43235]","[293.15, 303.15, 313.15, 323.15]","[30.1, 27.9, 25.9, 24.2]",,,,,,,,,,,,
"[141, 141, 141, 141, 141, 143, 143, 143, 143, 143, 38, 38, 38, 38, 213, 218, 210]","[38250, 38251, 38252, 38253, 38254, 38385, 38386, 38387, 38388, 38389, 45652, 45653, 45654, 45655, 52683, 53082, 53117]","[313.0, 323.0, 333.0, 343.0, 353.0, 323.15, 333.15, 343.15, 353.15, 363.15, 333.0, 343.0, 358.0, 368.0, 298.0, 303.0, 323.0]","[1.26, 1.21, 1.09, 1.06, 1.03, 1.21, 1.11, 1.02, 0.94, 0.84, 0.31, 0.32, 0.31, 0.32, 1.3, 0.8, 0.8]","[38, 38, 38, 38]","[45652, 45653, 45654, 45655]","[333.0, 343.0, 358.0, 368.0]","[0.31, 0.32, 0.31, 0.32]","[141, 141, 141, 141, 141]","[38250, 38251, 38252, 38253, 38254]","[313.0, 323.0, 333.0, 343.0, 353.0]","[1.26, 1.21, 1.09, 1.06, 1.03]","[143, 143, 143, 143, 143]","[38385, 38386, 38387, 38388, 38389]","[323.15, 333.15, 343.15, 353.15, 363.15]","[1.21, 1.11, 1.02, 0.94, 0.84]",,,,,,,,,,,,,"[210, 213, 218]","[53117, 52683, 53082]","[323.0, 298.0, 303.0]","[0.8, 1.3, 0.8]"
"[141, 141, 141, 141, 141, 143, 143, 143, 143, 143, 134, 134, 134, 134, 38, 38, 210]","[38265, 38266, 38267, 38268, 38269, 38395, 38396, 38397, 38398, 38399, 43180, 43181, 43182, 43183, 52414, 52415, 53089]","[313.0, 323.0, 333.0, 343.0, 353.0, 323.15, 333.15, 343.15, 353.15, 363.15, 293.15, 303.15, 313.15, 323.15, 333.0, 343.0, 323.0]","[1.31, 1.34, 1.37, 1.39, 1.42, 1.28, 1.28, 1.3, 1.3, 1.3, 1.22, 1.24, 1.26, 1.28, 1.56, 1.62, 1.2]","[134, 134, 134, 134]","[43180, 43181, 43182, 43183]","[293.15, 303.15, 313.15, 323.15]","[1.22, 1.24, 1.26, 1.28]","[141, 141, 141, 141, 141]","[38265, 38266, 38267, 38268, 38269]","[313.0, 323.0, 333.0, 343.0, 353.0]","[1.31, 1.34, 1.37, 1.39, 1.42]","[143, 143, 143, 143, 143]","[38395, 38396, 38397, 38398, 38399]","[323.15, 333.15, 343.15, 353.15, 363.15]","[1.28, 1.28, 1.3, 1.3, 1.3]",,,,,,,,,,,,,"[38, 38, 210]","[52414, 52415, 53089]","[333.0, 343.0, 323.0]","[1.56, 1.62, 1.2]"
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3759, 3760, 3761, 3762, 3763, 3764, 3765, 32735, 32736, 32737, 32738, 32739, 39030, 39031, 39032, 39033, 39034]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 303.5, 313.3, 323.3, 333.1, 343.1]","[1.58, 1.43, 1.32, 1.21, 1.13, 1.05, 0.986, 1.3, 1.25, 1.15, 1.07, 1.0, 1.64, 1.5, 1.37, 1.27, 1.16]","[145, 145, 145, 145, 145]","[39030, 39031, 39032, 39033, 39034]","[303.5, 313.3, 323.3, 333.1, 343.1]","[1.64, 1.5, 1.37, 1.27, 1.16]","[118, 118, 118, 118, 118]","[32735, 32736, 32737, 32738, 32739]","[318.15, 323.15, 333.15, 343.15, 353.15]","[1.3, 1.25, 1.15, 1.07, 1.0]","[22, 22, 22, 22, 22, 22, 22]","[3759, 3760, 3761, 3762, 3763, 3764, 3765]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[1.58, 1.43, 1.32, 1.21, 1.13, 1.05, 0.986]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3766, 3767, 3768, 3769, 3770, 3771, 3772, 32730, 32731, 32732, 32733, 32734, 39035, 39036, 39037, 39038, 39039]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 303.5, 313.3, 323.3, 333.1, 343.1]","[2.01, 1.81, 1.65, 1.5, 1.39, 1.3, 1.21, 1.62, 1.55, 1.42, 1.31, 1.22, 2.12, 1.92, 1.74, 1.6, 1.46]","[145, 145, 145, 145, 145]","[39035, 39036, 39037, 39038, 39039]","[303.5, 313.3, 323.3, 333.1, 343.1]","[2.12, 1.92, 1.74, 1.6, 1.46]","[118, 118, 118, 118, 118]","[32730, 32731, 32732, 32733, 32734]","[318.15, 323.15, 333.15, 343.15, 353.15]","[1.62, 1.55, 1.42, 1.31, 1.22]","[22, 22, 22, 22, 22, 22, 22]","[3766, 3767, 3768, 3769, 3770, 3771, 3772]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[2.01, 1.81, 1.65, 1.5, 1.39, 1.3, 1.21]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3752, 3753, 3754, 3755, 3756, 3757, 3758, 32745, 32746, 32747, 32748, 32749, 39020, 39021, 39022, 39023, 39024]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 303.5, 313.3, 323.3, 333.1, 343.1]","[1.1, 1.02, 0.948, 0.886, 0.835, 0.788, 0.748, 0.917, 0.89, 0.84, 0.795, 0.755, 1.13, 1.05, 0.97, 0.91, 0.85]","[145, 145, 145, 145, 145]","[39020, 39021, 39022, 39023, 39024]","[303.5, 313.3, 323.3, 333.1, 343.1]","[1.13, 1.05, 0.97, 0.91, 0.85]","[118, 118, 118, 118, 118]","[32745, 32746, 32747, 32748, 32749]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.917, 0.89, 0.84, 0.795, 0.755]","[22, 22, 22, 22, 22, 22, 22]","[3752, 3753, 3754, 3755, 3756, 3757, 3758]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[1.1, 1.02, 0.948, 0.886, 0.835, 0.788, 0.748]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3570, 3571, 3572, 3573, 3574, 3575, 3576, 32610, 32611, 32612, 32613, 32614, 38945, 38946, 38947, 38948, 38949]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 302.8, 313.4, 323.1, 332.8, 343.4]","[83.2, 73.6, 67.4, 60.2, 54.8, 50.2, 46.0, 64.2, 61.2, 55.8, 51.0, 47.0, 58.9, 52.5, 46.7, 40.7, 34.9]","[145, 145, 145, 145, 145]","[38945, 38946, 38947, 38948, 38949]","[302.8, 313.4, 323.1, 332.8, 343.4]","[58.9, 52.5, 46.7, 40.7, 34.9]","[118, 118, 118, 118, 118]","[32610, 32611, 32612, 32613, 32614]","[318.15, 323.15, 333.15, 343.15, 353.15]","[64.2, 61.2, 55.8, 51.0, 47.0]","[22, 22, 22, 22, 22, 22, 22]","[3570, 3571, 3572, 3573, 3574, 3575, 3576]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[83.2, 73.6, 67.4, 60.2, 54.8, 50.2, 46.0]",,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 26, 26, 26, 26, 26, 26, 26, 175, 175, 175]","[3332, 3333, 3334, 3335, 3336, 3337, 3338, 4396, 4397, 4398, 4399, 4400, 4401, 4402, 50940, 50941, 50942]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 313.19, 323.16, 333.22]","[35.0, 31.0, 27.8, 25.1, 22.9, 20.9, 19.1, 26.5, 24.9, 23.9, 23.2, 22.2, 21.2, 19.9, 18.01, 17.46, 16.75]","[9, 9, 9, 9, 9, 9, 9]","[3332, 3333, 3334, 3335, 3336, 3337, 3338]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[35.0, 31.0, 27.8, 25.1, 22.9, 20.9, 19.1]","[26, 26, 26, 26, 26, 26, 26]","[4396, 4397, 4398, 4399, 4400, 4401, 4402]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[26.5, 24.9, 23.9, 23.2, 22.2, 21.2, 19.9]","[175, 175, 175]","[50940, 50941, 50942]","[313.19, 323.16, 333.22]","[18.01, 17.46, 16.75]",,,,,,,,,,,,,,,,
"[69, 69, 69, 69, 69, 69, 159, 159, 159, 159, 181, 181, 181, 181, 207, 207, 207]","[15124, 15125, 15126, 15127, 15128, 15129, 40816, 40817, 40818, 40819, 45952, 45953, 45954, 45955, 51936, 51937, 51938]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0, 313.0, 323.0, 333.0, 343.0, 313.89, 323.16, 333.57, 344.02, 313.1, 333.1, 353.1]","[491.0, 430.0, 389.0, 359.0, 320.0, 283.0, 308.0, 280.0, 258.0, 233.0, 308.0, 280.0, 258.0, 233.0, 306.0, 234.0, 223.0]","[207, 207, 207]","[51936, 51937, 51938]","[313.1, 333.1, 353.1]","[306.0, 234.0, 223.0]","[181, 181, 181, 181]","[45952, 45953, 45954, 45955]","[313.89, 323.16, 333.57, 344.02]","[308.0, 280.0, 258.0, 233.0]","[69, 69, 69, 69, 69, 69]","[15124, 15125, 15126, 15127, 15128, 15129]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[491.0, 430.0, 389.0, 359.0, 320.0, 283.0]","[159, 159, 159, 159]","[40816, 40817, 40818, 40819]","[313.0, 323.0, 333.0, 343.0]","[308.0, 280.0, 258.0, 233.0]",,,,,,,,,,,,
"[69, 69, 69, 69, 69, 69, 159, 159, 159, 159, 181, 181, 181, 181, 207, 207, 207]","[15130, 15131, 15132, 15133, 15134, 15135, 40832, 40833, 40834, 40835, 45944, 45945, 45946, 45947, 51939, 51940, 51941]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0, 313.0, 323.0, 333.0, 343.0, 313.93, 323.12, 333.36, 343.91, 313.1, 333.1, 353.1]","[182.0, 170.0, 158.0, 142.0, 124.0, 119.0, 129.3, 122.5, 113.3, 104.2, 129.3, 122.5, 113.3, 104.2, 130.2, 107.2, 99.8]","[207, 207, 207]","[51939, 51940, 51941]","[313.1, 333.1, 353.1]","[130.2, 107.2, 99.8]","[181, 181, 181, 181]","[45944, 45945, 45946, 45947]","[313.93, 323.12, 333.36, 343.91]","[129.3, 122.5, 113.3, 104.2]","[69, 69, 69, 69, 69, 69]","[15130, 15131, 15132, 15133, 15134, 15135]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[182.0, 170.0, 158.0, 142.0, 124.0, 119.0]","[159, 159, 159, 159]","[40832, 40833, 40834, 40835]","[313.0, 323.0, 333.0, 343.0]","[129.3, 122.5, 113.3, 104.2]",,,,,,,,,,,,
"[3, 3, 3, 3, 3, 3, 166, 166, 166, 166, 166, 166, 166, 166, 195, 195, 195]","[15106, 15107, 15108, 15109, 15110, 15111, 42436, 42437, 42438, 42439, 42440, 42441, 42442, 42443, 48393, 48394, 48395]","[301.95, 312.45, 322.95, 333.45, 343.95, 354.35, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15, 298.15, 313.15, 333.15]","[8.83, 8.43, 8.08, 7.66, 7.37, 7.16, 8.28, 8.08, 7.92, 7.77, 8.81, 8.47, 8.18, 7.9, 8.36, 7.77, 7.18]","[3, 3, 3, 3, 3, 3]","[15106, 15107, 15108, 15109, 15110, 15111]","[301.95, 312.45, 322.95, 333.45, 343.95, 354.35]","[8.83, 8.43, 8.08, 7.66, 7.37, 7.16]","[166, 166, 166, 166, 166, 166, 166, 166]","[42436, 42437, 42438, 42439, 42440, 42441, 42442, 42443]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[8.28, 8.08, 7.92, 7.77, 8.81, 8.47, 8.18, 7.9]","[195, 195, 195]","[48393, 48394, 48395]","[298.15, 313.15, 333.15]","[8.36, 7.77, 7.18]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3710, 3711, 3712, 3713, 3714, 3715, 3716, 32625, 32626, 32627, 32628, 32629, 39005, 39006, 39007, 39008, 39009]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 303.6, 313.2, 323.1, 333.2, 343.3]","[2.6, 2.6, 2.61, 2.61, 2.61, 2.61, 2.61, 2.62, 2.61, 2.61, 2.61, 2.61, 3.0, 3.0, 3.05, 2.97, 2.92]","[145, 145, 145, 145, 145]","[39005, 39006, 39007, 39008, 39009]","[303.6, 313.2, 323.1, 333.2, 343.3]","[3.0, 3.0, 3.05, 2.97, 2.92]","[118, 118, 118, 118, 118]","[32625, 32626, 32627, 32628, 32629]","[318.15, 323.15, 333.15, 343.15, 353.15]","[2.62, 2.61, 2.61, 2.61, 2.61]","[22, 22, 22, 22, 22, 22, 22]","[3710, 3711, 3712, 3713, 3714, 3715, 3716]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[2.6, 2.6, 2.61, 2.61, 2.61, 2.61, 2.61]",,,,,,,,,,,,,,,,
"[4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 166, 166, 166, 166]","[182, 183, 184, 185, 186, 187, 188, 189, 34905, 34906, 34907, 34908, 34909, 42508, 42509, 42510, 42511]","[293.15, 293.15, 313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 312.45, 323.05, 333.45, 343.95, 354.45, 303.15, 313.15, 323.15, 333.15]","[2.08, 2.09, 1.65, 1.68, 1.38, 1.38, 1.18, 1.19, 2.15, 1.86, 1.63, 1.43, 1.27, 1.9, 1.71, 1.57, 1.45]","[3, 3, 3, 3, 3]","[34905, 34906, 34907, 34908, 34909]","[312.45, 323.05, 333.45, 343.95, 354.45]","[2.15, 1.86, 1.63, 1.43, 1.27]","[4, 4, 4, 4, 4, 4, 4, 4]","[182, 183, 184, 185, 186, 187, 188, 189]","[293.15, 293.15, 313.15, 313.15, 333.15, 333.15, 353.15, 353.15]","[2.08, 2.09, 1.65, 1.68, 1.38, 1.38, 1.18, 1.19]","[166, 166, 166, 166]","[42508, 42509, 42510, 42511]","[303.15, 313.15, 323.15, 333.15]","[1.9, 1.71, 1.57, 1.45]",,,,,,,,,,,,,,,,
"[69, 69, 69, 69, 69, 69, 159, 159, 159, 159, 181, 181, 181, 181, 207, 207, 207]","[15118, 15119, 15120, 15121, 15122, 15123, 40824, 40825, 40826, 40827, 45948, 45949, 45950, 45951, 51945, 51946, 51947]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0, 313.0, 323.0, 333.0, 343.0, 313.73, 323.15, 333.54, 343.9, 313.1, 333.1, 353.1]","[309.0, 275.0, 241.0, 229.0, 201.0, 201.0, 196.0, 178.0, 163.0, 149.0, 195.8, 178.1, 162.9, 149.3, 181.8, 152.9, 130.6]","[207, 207, 207]","[51945, 51946, 51947]","[313.1, 333.1, 353.1]","[181.8, 152.9, 130.6]","[181, 181, 181, 181]","[45948, 45949, 45950, 45951]","[313.73, 323.15, 333.54, 343.9]","[195.8, 178.1, 162.9, 149.3]","[69, 69, 69, 69, 69, 69]","[15118, 15119, 15120, 15121, 15122, 15123]","[297.0, 307.0, 316.0, 325.0, 335.0, 344.0]","[309.0, 275.0, 241.0, 229.0, 201.0, 201.0]","[159, 159, 159, 159]","[40824, 40825, 40826, 40827]","[313.0, 323.0, 333.0, 343.0]","[196.0, 178.0, 163.0, 149.0]",,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3577, 3578, 3579, 3580, 3581, 3582, 3583, 32620, 32621, 32622, 32623, 32624, 38940, 38941, 38942, 38943, 38944]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 302.8, 313.4, 323.1, 332.8, 343.4]","[53.4, 47.9, 44.1, 39.9, 36.7, 34.3, 31.7, 42.4, 40.7, 37.5, 34.8, 32.3, 37.6, 32.2, 28.1, 23.8, 19.9]","[145, 145, 145, 145, 145]","[38940, 38941, 38942, 38943, 38944]","[302.8, 313.4, 323.1, 332.8, 343.4]","[37.6, 32.2, 28.1, 23.8, 19.9]","[118, 118, 118, 118, 118]","[32620, 32621, 32622, 32623, 32624]","[318.15, 323.15, 333.15, 343.15, 353.15]","[42.4, 40.7, 37.5, 34.8, 32.3]","[22, 22, 22, 22, 22, 22, 22]","[3577, 3578, 3579, 3580, 3581, 3582, 3583]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[53.4, 47.9, 44.1, 39.9, 36.7, 34.3, 31.7]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3612, 3613, 3614, 3615, 3616, 3617, 3618, 32600, 32601, 32602, 32603, 32604, 38950, 38951, 38952, 38953, 38954]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 302.8, 313.4, 323.1, 332.8, 343.4]","[16.7, 15.2, 14.3, 13.2, 12.3, 11.6, 10.9, 13.8, 13.4, 12.5, 11.8, 11.1, 13.8, 12.4, 11.2, 9.85, 8.64]","[145, 145, 145, 145, 145]","[38950, 38951, 38952, 38953, 38954]","[302.8, 313.4, 323.1, 332.8, 343.4]","[13.8, 12.4, 11.2, 9.85, 8.64]","[118, 118, 118, 118, 118]","[32600, 32601, 32602, 32603, 32604]","[318.15, 323.15, 333.15, 343.15, 353.15]","[13.8, 13.4, 12.5, 11.8, 11.1]","[22, 22, 22, 22, 22, 22, 22]","[3612, 3613, 3614, 3615, 3616, 3617, 3618]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[16.7, 15.2, 14.3, 13.2, 12.3, 11.6, 10.9]",,,,,,,,,,,,,,,,
"[22, 22, 22, 22, 22, 22, 22, 118, 118, 118, 118, 118, 145, 145, 145, 145, 145]","[3619, 3620, 3621, 3622, 3623, 3624, 3625, 32605, 32606, 32607, 32608, 32609, 38955, 38956, 38957, 38958, 38959]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 302.8, 313.4, 323.1, 332.8, 343.4]","[24.9, 22.7, 21.1, 19.4, 18.0, 16.9, 15.9, 20.4, 19.7, 18.4, 17.2, 16.3, 20.7, 18.9, 16.9, 15.2, 13.3]","[145, 145, 145, 145, 145]","[38955, 38956, 38957, 38958, 38959]","[302.8, 313.4, 323.1, 332.8, 343.4]","[20.7, 18.9, 16.9, 15.2, 13.3]","[118, 118, 118, 118, 118]","[32605, 32606, 32607, 32608, 32609]","[318.15, 323.15, 333.15, 343.15, 353.15]","[20.4, 19.7, 18.4, 17.2, 16.3]","[22, 22, 22, 22, 22, 22, 22]","[3619, 3620, 3621, 3622, 3623, 3624, 3625]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[24.9, 22.7, 21.1, 19.4, 18.0, 16.9, 15.9]",,,,,,,,,,,,,,,,
